bits,x,atanf_bits,atanf
44319807,710.375427,3FC8E1BA,1.56938863
C4319807,-710.375427,BFC8E1BA,-1.56938863
491AAA8A,633512.625,3FC90FCD,1.5707947
C91AAA8A,-633512.625,BFC90FCD,-1.5707947
4B8612F6,17573356,3FC90FDA,1.57079625
CB8612F6,-17573356,BFC90FDA,-1.57079625
477E83D1,65155.8164,3FC90F5A,1.57078099
C77E83D1,-65155.8164,BFC90F5A,-1.57078099
460F921B,9188.52637,3FC90C4A,1.57068753
C60F921B,-9188.52637,BFC90C4A,-1.57068753
4242C89F,48.695919,3FC66F0A,1.55026364
C242C89F,-48.695919,BFC66F0A,-1.55026364
411F30AC,9.94938278,3FBC3D68,1.47062397
C11F30AC,-9.94938278,BFBC3D68,-1.47062397
45629605,3625.37622,3FC906D1,1.57052052
C5629605,-3625.37622,BFC906D1,-1.57052052
433BED86,187.927826,3FC8617E,1.56547523
C33BED86,-187.927826,BFC8617E,-1.56547523
4B9B44DB,20351414,3FC90FDA,1.57079625
CB9B44DB,-20351414,BFC90FDA,-1.57079625
4896F35C,309146.875,3FC90FBF,1.57079303
C896F35C,-309146.875,BFC90FBF,-1.57079303
410F94B4,8.97380447,3FBADB57,1.45981872
C10F94B4,-8.97380447,BFBADB57,-1.45981872
46AB5203,21929.0059,3FC90E5C,1.57075071
C6AB5203,-21929.0059,BFC90E5C,-1.57075071
421B1410,38.7695923,3FC5C2D8,1.54500866
C21B1410,-38.7695923,BFC5C2D8,-1.54500866
44ECE5A7,1895.17664,3FC8FE90,1.57026863
C4ECE5A7,-1895.17664,BFC8FE90,-1.57026863
4207D781,33.960453,3FC54B3F,1.54135883
C207D781,-33.960453,BFC54B3F,-1.54135883
41EB6204,29.4228592,3FC4B697,1.5368222
C1EB6204,-29.4228592,BFC4B697,-1.5368222
45430E66,3120.8999,3FC9055B,1.57047594
C5430E66,-3120.8999,BFC9055B,-1.57047594
467311CE,15556.4512,3FC90DBF,1.570732
C67311CE,-15556.4512,BFC90DBF,-1.570732
459A5B8F,4939.44482,3FC90938,1.57059383
C59A5B8F,-4939.44482,BFC90938,-1.57059383
4BF45120,32023104,3FC90FDA,1.57079625
CBF45120,-32023104,BFC90FDA,-1.57079625
4441E18C,775.52417,3FC8E59A,1.56950688
C441E18C,-775.52417,BFC8E59A,-1.56950688
490B0AA0,569514,3FC90FCC,1.57079458
C90B0AA0,-569514,BFC90FCC,-1.57079458
4A23EAFE,2685631.5,3FC90FD8,1.57079601
CA23EAFE,-2685631.5,BFC90FD8,-1.57079601
487E9B55,260717.328,3FC90FBA,1.57079244
C87E9B55,-260717.328,BFC90FBA,-1.57079244
45CC8E21,6545.76611,3FC90AD9,1.57064354
C5CC8E21,-6545.76611,BFC90AD9,-1.57064354
40D70BFF,6.72021437,3FB62756,1.42307544
C0D70BFF,-6.72021437,BFB62756,-1.42307544
47D5EBEE,109527.859,3FC90F8E,1.57078719
C7D5EBEE,-109527.859,BFC90F8E,-1.57078719
43425A3A,194.352448,3FC86741,1.56565106
C3425A3A,-194.352448,BFC86741,-1.56565106
410D5247,8.83258724,3FBAA1B0,1.45805931
C10D5247,-8.83258724,BFBAA1B0,-1.45805931
474CDD1D,52445.1133,3FC90F3B,1.5707773
C74CDD1D,-52445.1133,BFC90F3B,-1.5707773
4B5C9BDB,14457819,3FC90FDA,1.57079625
CB5C9BDB,-14457819,BFC90FDA,-1.57079625
434D8AEB,205.542648,3FC8706F,1.5659312
C34D8AEB,-205.542648,BFC8706F,-1.5659312
46FC8D90,32326.7812,3FC90ED7,1.57076538
C6FC8D90,-32326.7812,BFC90ED7,-1.57076538
4121C46A,10.1104527,3FBC715C,1.47220945
C121C46A,-10.1104527,BFBC715C,-1.47220945
46650415,14657.0205,3FC90D9E,1.57072806
C6650415,-14657.0205,BFC90D9E,-1.57072806
4872FDB3,248822.797,3FC90FB9,1.57079232
C872FDB3,-248822.797,BFC90FB9,-1.57079232
404084D0,3.00810623,3F9FFB3B,1.24985445
C04084D0,-3.00810623,BF9FFB3B,-1.24985445
44695D86,933.461304,3FC8ECC0,1.56972504
C4695D86,-933.461304,BFC8ECC0,-1.56972504
4A24558C,2692451,3FC90FD8,1.57079601
CA24558C,-2692451,BFC90FD8,-1.57079601
4865A7AF,235166.734,3FC90FB7,1.57079208
C865A7AF,-235166.734,BFC90FB7,-1.57079208
4B804463,16812230,3FC90FDA,1.57079625
CB804463,-16812230,BFC90FDA,-1.57079625
41F68197,30.8132763,3FC4E8CA,1.53835416
C1F68197,-30.8132763,BFC4E8CA,-1.53835416
41B45C50,22.5450745,3FC3635D,1.52646983
C1B45C50,-22.5450745,BFC3635D,-1.52646983
4930F0EC,724750.75,3FC90FCF,1.57079494
C930F0EC,-724750.75,BFC90FCF,-1.57079494
4BE71CCC,30292376,3FC90FDA,1.57079625
CBE71CCC,-30292376,BFC90FDA,-1.57079625
442DC94A,695.145142,3FC8E0B7,1.56935775
C42DC94A,-695.145142,BFC8E0B7,-1.56935775
43D44D99,424.606232,3FC8C2AE,1.56844115
C3D44D99,-424.606232,BFC8C2AE,-1.56844115
40500ABE,3.25065565,3FA2DC80,1.27235413
C0500ABE,-3.25065565,BFA2DC80,-1.27235413
45A87A11,5391.2583,3FC909C7,1.57061088
C5A87A11,-5391.2583,BFC909C7,-1.57061088
429BC6A6,77.8879852,3FC76B2C,1.55795813
C29BC6A6,-77.8879852,BFC76B2C,-1.55795813
43FD11DA,506.139465,3FC8CF1D,1.5688206
C3FD11DA,-506.139465,BFC8CF1D,-1.5688206
43C088C7,385.068573,3FC8BAC2,1.5681994
C3C088C7,-385.068573,BFC8BAC2,-1.5681994
441D1CFD,628.452942,3FC8DBB7,1.56920516
C41D1CFD,-628.452942,BFC8DBB7,-1.56920516
421F86AC,39.8815155,3FC5DA64,1.54572725
C21F86AC,-39.8815155,BFC5DA64,-1.54572725
41697A9B,14.592433,3FC04DD0,1.50237465
C1697A9B,-14.592433,BFC04DD0,-1.50237465
430E330B,142.199387,3FC8296C,1.5637641
C30E330B,-142.199387,BFC8296C,-1.5637641
4BC57CDE,25885116,3FC90FDA,1.57079625
CBC57CDE,-25885116,BFC90FDA,-1.57079625
427D44DC,63.3172455,3FC70A60,1.55500412
C27D44DC,-63.3172455,BFC70A60,-1.55500412
402BC14D,2.68367314,3F9B67FA,1.21411061
C02BC14D,-2.68367314,BF9B67FA,-1.21411061
4152E2EE,13.1804028,3FBF5E7E,1.49507117
C152E2EE,-13.1804028,BFBF5E7E,-1.49507117
4123DF31,10.2419901,3FBC9A96,1.47346759
C123DF31,-10.2419901,BFBC9A96,-1.47346759
40351C33,2.82984614,3F9D953E,1.23111701
C0351C33,-2.82984614,BF9D953E,-1.23111701
41DA10F2,27.2582741,3FC45E43,1.53412664
C1DA10F2,-27.2582741,BFC45E43,-1.53412664
4BB1AC2E,23287900,3FC90FDA,1.57079625
CBB1AC2E,-23287900,BFC90FDA,-1.57079625
463BCB46,12018.8184,3FC90D21,1.57071316
C63BCB46,-12018.8184,BFC90D21,-1.57071316
41413B07,12.076911,3FBE7CC1,1.48818219
C1413B07,-12.076911,BFBE7CC1,-1.48818219
481FDB26,163692.594,3FC90FA7,1.57079017
C81FDB26,-163692.594,BFC90FA7,-1.57079017
49F00BAA,1966453.25,3FC90FD6,1.57079577
C9F00BAA,-1966453.25,BFC90FD6,-1.57079577
42E98D8A,116.776443,3FC7F742,1.56223321
C2E98D8A,-116.776443,BFC7F742,-1.56223321
439CD484,313.660278,3FC8A762,1.56760812
C39CD484,-313.660278,BFC8A762,-1.56760812
491E5E97,648681.438,3FC90FCE,1.57079482
C91E5E97,-648681.438,BFC90FCE,-1.57079482
4564F0B0,3663.04297,3FC906E9,1.57052338
C564F0B0,-3663.04297,BFC906E9,-1.57052338
44E81E7C,1856.95264,3FC8FE35,1.57025778
C4E81E7C,-1856.95264,BFC8FE35,-1.57025778
4896D0D9,308870.781,3FC90FBF,1.57079303
C896D0D9,-308870.781,BFC90FBF,-1.57079303
4840A791,197278.266,3FC90FB0,1.57079124
C840A791,-197278.266,BFC90FB0,-1.57079124
44F40C34,1952.38135,3FC8FF12,1.57028413
C4F40C34,-1952.38135,BFC8FF12,-1.57028413
41892BF5,17.1464634,3FC19AF4,1.51254129
C1892BF5,-17.1464634,BFC19AF4,-1.51254129
42123AE1,36.5574989,3FC58FBC,1.54344893
C2123AE1,-36.5574989,BFC58FBC,-1.54344893
409333FD,4.60009623,3FADA9A8,1.35674
C09333FD,-4.60009623,BFADA9A8,-1.35674
444D2052,820.505005,3FC8E7EB,1.56957757
C44D2052,-820.505005,BFC8E7EB,-1.56957757
4505AA3B,2138.6394,3FC90088,1.57032871
C505AA3B,-2138.6394,BFC90088,-1.57032871
470BF937,35833.2148,3FC90EF1,1.57076848
C70BF937,-35833.2148,BFC90EF1,-1.57076848
476CCD3A,60621.2266,3FC90F50,1.5707798
C76CCD3A,-60621.2266,BFC90F50,-1.5707798
4177CF8E,15.4881725,3FC0CF1C,1.50632048
C177CF8E,-15.4881725,BFC0CF1C,-1.50632048
44DC8079,1764.01477,3FC8FD47,1.57022941
C4DC8079,-1764.01477,BFC8FD47,-1.57022941
46522B57,13450.835,3FC90D6B,1.57072198
C6522B57,-13450.835,BFC90D6B,-1.57072198
446010A6,896.260132,3FC8EB4B,1.56968057
C46010A6,-896.260132,BFC8EB4B,-1.56968057
4B8D06EB,18484694,3FC90FDA,1.57079625
CB8D06EB,-18484694,BFC90FDA,-1.57079625
46A95FD4,21679.9141,3FC90E58,1.57075024
C6A95FD4,-21679.9141,BFC90E58,-1.57075024
4242A7D7,48.6639061,3FC66E98,1.55025005
C242A7D7,-48.6639061,BFC66E98,-1.55025005
44FC81A5,2020.05139,3FC8FFA2,1.57030129
C4FC81A5,-2020.05139,BFC8FFA2,-1.57030129
40CDB1F7,6.42797422,3FB54EAD,1.41646349
C0CDB1F7,-6.42797422,BFB54EAD,-1.41646349
44917C9A,1163.8938,3FC8F3B3,1.56993711
C4917C9A,-1163.8938,BFC8F3B3,-1.56993711
480C450D,143636.203,3FC90FA0,1.57078934
C80C450D,-143636.203,BFC90FA0,-1.57078934
465A86A8,13985.6641,3FC90D83,1.57072484
C65A86A8,-13985.6641,BFC90D83,-1.57072484
47FEF884,130545.031,3FC90F9A,1.57078862
C7FEF884,-130545.031,BFC90F9A,-1.57078862
41B74FFA,22.9140511,3FC37AB9,1.5271827
C1B74FFA,-22.9140511,BFC37AB9,-1.5271827
45BF2B83,6117.43896,3FC90A7F,1.57063282
C5BF2B83,-6117.43896,BFC90A7F,-1.57063282
48645008,233792.125,3FC90FB7,1.57079208
C8645008,-233792.125,BFC90FB7,-1.57079208
42CED966,103.424606,3FC7D309,1.56112778
C2CED966,-103.424606,BFC7D309,-1.56112778
42E8B184,116.34671,3FC7F638,1.5622015
C2E8B184,-116.34671,BFC7F638,-1.5622015
4A48A40C,3287299,3FC90FD8,1.57079601
CA48A40C,-3287299,BFC90FD8,-1.57079601
47A138FF,82545.9922,3FC90F75,1.57078421
C7A138FF,-82545.9922,BFC90F75,-1.57078421
4028B3AC,2.6359663,3F9AA65E,1.20820212
C028B3AC,-2.6359663,BF9AA65E,-1.20820212
48CE686E,422723.438,3FC90FC7,1.57079399
C8CE686E,-422723.438,BFC90FC7,-1.57079399
4070C77E,3.76217604,3FA7CED8,1.31099987
C070C77E,-3.76217604,BFA7CED8,-1.31099987
49011E5D,528869.812,3FC90FCB,1.57079446
C9011E5D,-528869.812,BFC90FCB,-1.57079446
4842A357,199309.359,3FC90FB1,1.57079136
C842A357,-199309.359,BFC90FB1,-1.57079136
421C549C,39.0826263,3FC5C99C,1.54521513
C21C549C,-39.0826263,BFC5C99C,-1.54521513
43066320,134.387207,3FC81C07,1.56335533
C3066320,-134.387207,BFC81C07,-1.56335533
4559FD1F,3487.82007,3FC90676,1.57050967
C559FD1F,-3487.82007,BFC90676,-1.57050967
46374AD7,11730.71,3FC90D10,1.57071114
C6374AD7,-11730.71,BFC90D10,-1.57071114
40B5405C,5.66410637,3FB2B1A9,1.39604676
C0B5405C,-5.66410637,BFB2B1A9,-1.39604676
4366B3BE,230.702118,3FC881D2,1.5664618
C366B3BE,-230.702118,BFC881D2,-1.5664618
48E846F7,475703.719,3FC90FC9,1.57079422
C8E846F7,-475703.719,BFC90FC9,-1.57079422
424D067C,51.2563324,3FC690A3,1.55128896
C24D067C,-51.2563324,BFC690A3,-1.55128896
48FDE96F,520011.469,3FC90FCB,1.57079446
C8FDE96F,-520011.469,BFC90FCB,-1.57079446
42AF057F,87.5107346,3FC7996D,1.55936968
C2AF057F,-87.5107346,BFC7996D,-1.55936968
485E80F8,227843.875,3FC90FB6,1.57079196
C85E80F8,-227843.875,BFC90FB6,-1.57079196
451589FF,2392.62476,3FC90229,1.57037842
C51589FF,-2392.62476,BFC90229,-1.57037842
424AEFBC,50.7341156,3FC68A10,1.55108833
C24AEFBC,-50.7341156,BFC68A10,-1.55108833
4A6EFCA2,3915560.5,3FC90FD8,1.57079601
CA6EFCA2,-3915560.5,BFC90FD8,-1.57079601
4146BF8A,12.4217625,3FBEC794,1.49046564
C146BF8A,-12.4217625,BFBEC794,-1.49046564
44683D08,928.953613,3FC8EC94,1.56971979
C4683D08,-928.953613,BFC8EC94,-1.56971979
482E49BC,178470.938,3FC90FAC,1.57079077
C82E49BC,-178470.938,BFC90FAC,-1.57079077
42F50B03,122.521507,3FC8046A,1.56263471
C2F50B03,-122.521507,BFC8046A,-1.56263471
47D3E313,108486.148,3FC90F8D,1.57078707
C7D3E313,-108486.148,BFC90F8D,-1.57078707
40C5E5B4,6.18428993,3FB48ABC,1.41048384
C0C5E5B4,-6.18428993,BFB48ABC,-1.41048384
45CB8BCF,6513.47607,3FC90AD3,1.57064283
C5CB8BCF,-6513.47607,BFC90AD3,-1.57064283
4116D01D,9.42580891,3FBB8866,1.46510005
C116D01D,-9.42580891,BFBB8866,-1.46510005
46AADD2B,21870.584,3FC90E5B,1.57075059
C6AADD2B,-21870.584,BFC90E5B,-1.57075059
4385E646,267.799011,3FC8957F,1.56706226
C385E646,-267.799011,BFC8957F,-1.56706226
4B8AFBF5,18216938,3FC90FDA,1.57079625
CB8AFBF5,-18216938,BFC90FDA,-1.57079625
446D18EE,948.389526,3FC8ED4E,1.56974196
C46D18EE,-948.389526,BFC8ED4E,-1.56974196
413A6B34,11.6511726,3FBE1A4F,1.48517787
C13A6B34,-11.6511726,BFBE1A4F,-1.48517787
47FE3CEB,130169.836,3FC90F9A,1.57078862
C7FE3CEB,-130169.836,BFC90F9A,-1.57078862
47CF544D,106152.602,3FC90F8C,1.57078695
C7CF544D,-106152.602,BFC90F8C,-1.57078695
43191F49,153.122208,3FC839DC,1.56426573
C3191F49,-153.122208,BFC839DC,-1.56426573
4B4FCF80,13619072,3FC90FDA,1.57079625
CB4FCF80,-13619072,BFC90FDA,-1.57079625
45048C7A,2120.77979,3FC90067,1.57032478
C5048C7A,-2120.77979,BFC90067,-1.57032478
43331423,179.078659,3FC858E0,1.56521225
C3331423,-179.078659,BFC858E0,-1.56521225
4065CC46,3.59059286,3FA64B55,1.29917395
C065CC46,-3.59059286,BFA64B55,-1.29917395
49E58676,1880270.75,3FC90FD6,1.57079577
C9E58676,-1880270.75,BFC90FD6,-1.57079577
41D0171C,26.0112839,3FC424B7,1.53237045
C1D0171C,-26.0112839,BFC424B7,-1.53237045
48646296,233866.344,3FC90FB7,1.57079208
C8646296,-233866.344,BFC90FB7,-1.57079208
425D9883,55.3989372,3FC6C06D,1.55274737
C25D9883,-55.3989372,BFC6C06D,-1.55274737
43BEEBDF,381.842743,3FC8BA0A,1.56817746
C3BEEBDF,-381.842743,BFC8BA0A,-1.56817746
40709E07,3.75964522,3FA7C95E,1.31083274
C0709E07,-3.75964522,BFA7C95E,-1.31083274
461BBAC8,9966.69531,3FC90C91,1.570696
C61BBAC8,-9966.69531,BFC90C91,-1.570696
4046F9F6,3.1090064,3FA13A9A,1.25960088
C046F9F6,-3.1090064,BFA13A9A,-1.25960088
4B73D280,15979136,3FC90FDA,1.57079625
CB73D280,-15979136,BFC90FDA,-1.57079625
44640C30,912.19043,3FC8EBEF,1.56970012
C4640C30,-912.19043,BFC8EBEF,-1.56970012
49BB45BD,1534135.62,3FC90FD5,1.57079566
C9BB45BD,-1534135.62,BFC90FD5,-1.57079566
48FB5F5F,514810.969,3FC90FCA,1.57079434
C8FB5F5F,-514810.969,BFC90FCA,-1.57079434
4263D3DC,56.9568939,3FC6D09A,1.55324101
C263D3DC,-56.9568939,BFC6D09A,-1.55324101
450BEF07,2238.93921,3FC90138,1.57034969
C50BEF07,-2238.93921,BFC90138,-1.57034969
484368EA,200099.656,3FC90FB1,1.57079136
C84368EA,-200099.656,BFC90FB1,-1.57079136
446E5412,953.313599,3FC8ED7B,1.56974733
C46E5412,-953.313599,BFC8ED7B,-1.56974733
41A5E017,20.7344189,3FC2E4B6,1.5226047
C1A5E017,-20.7344189,BFC2E4B6,-1.5226047
48872C08,276832.25,3FC90FBC,1.57079268
C8872C08,-276832.25,BFC90FBC,-1.57079268
45EDE405,7612.50244,3FC90B8D,1.570665
C5EDE405,-7612.50244,BFC90B8D,-1.570665
46490CBF,12867.1865,3FC90D4F,1.57071865
C6490CBF,-12867.1865,BFC90D4F,-1.57071865
49CBE93E,1670439.75,3FC90FD6,1.57079577
C9CBE93E,-1670439.75,BFC90FD6,-1.57079577
478142A7,66181.3047,3FC90F5C,1.57078123
C78142A7,-66181.3047,BFC90F5C,-1.57078123
47857030,68320.375,3FC90F60,1.57078171
C7857030,-68320.375,BFC90F60,-1.57078171
41A5A29D,20.704401,3FC2E26D,1.52253497
C1A5A29D,-20.704401,BFC2E26D,-1.52253497
49A2E5DA,1334459.25,3FC90FD4,1.57079554
C9A2E5DA,-1334459.25,BFC90FD4,-1.57079554
403E076C,2.969203,3F9F7AE0,1.24593735
C03E076C,-2.969203,BF9F7AE0,-1.24593735
4943BBDC,801725.75,3FC90FD0,1.57079506
C943BBDC,-801725.75,BFC90FD0,-1.57079506
42F6EAA0,123.458252,3FC80671,1.56269658
C2F6EAA0,-123.458252,BFC80671,-1.56269658
488DDC1A,290528.812,3FC90FBE,1.57079291
C88DDC1A,-290528.812,BFC90FBE,-1.57079291
483AA99E,191142.469,3FC90FAF,1.57079113
C83AA99E,-191142.469,BFC90FAF,-1.57079113
4A58016D,3539035.25,3FC90FD8,1.57079601
CA58016D,-3539035.25,BFC90FD8,-1.57079601
45127973,2343.59058,3FC901DF,1.5703696
C5127973,-2343.59058,BFC901DF,-1.5703696
467F60B4,16344.1758,3FC90DD9,1.5707351
C67F60B4,-16344.1758,BFC90DD9,-1.5707351
44D6EC68,1719.3877,3FC8FCCC,1.57021475
C4D6EC68,-1719.3877,BFC8FCCC,-1.57021475
4B11B437,9548855,3FC90FDA,1.57079625
CB11B437,-9548855,BFC90FDA,-1.57079625
49D98C39,1782151.12,3FC90FD6,1.57079577
C9D98C39,-1782151.12,BFC90FD6,-1.57079577
4529EE53,2718.89526,3FC903CD,1.57042849
C529EE53,-2718.89526,BFC903CD,-1.57042849
46CA3557,25882.6699,3FC90E97,1.57075775
C6CA3557,-25882.6699,BFC90E97,-1.57075775
42E413C2,114.038589,3FC7F085,1.56202757
C2E413C2,-114.038589,BFC7F085,-1.56202757
415113F8,13.0673752,3FBF491D,1.49441874
C15113F8,-13.0673752,BFBF491D,-1.49441874
42C5181E,98.5471039,3FC7C35B,1.56064928
C2C5181E,-98.5471039,BFC7C35B,-1.56064928
40647C1C,3.57007504,3FA61AAE,1.2976892
C0647C1C,-3.57007504,BFA61AAE,-1.2976892
40709591,3.75912881,3FA7C840,1.31079865
C0709591,-3.75912881,BFA7C840,-1.31079865
4BAA542A,22325332,3FC90FDA,1.57079625
CBAA542A,-22325332,BFC90FDA,-1.57079625
42454A75,49.3227119,3FC67796,1.55052447
C2454A75,-49.3227119,BFC67796,-1.55052447
49591575,889175.312,3FC90FD1,1.57079518
C9591575,-889175.312,BFC90FD1,-1.57079518
42C6D204,99.4101868,3FC7C63E,1.56073737
C2C6D204,-99.4101868,BFC7C63E,-1.56073737
45484270,3204.15234,3FC905A1,1.57048428
C5484270,-3204.15234,BFC905A1,-1.57048428
4468A8E7,930.639099,3FC8ECA5,1.56972182
C468A8E7,-930.639099,BFC8ECA5,-1.56972182
429B784D,77.7349625,3FC76A58,1.55793285
C29B784D,-77.7349625,BFC76A58,-1.55793285
408682BB,4.20345831,3FAB2AA2,1.33723855
C08682BB,-4.20345831,BFAB2AA2,-1.33723855
41C9AF9A,25.210743,3FC3FCC6,1.53115153
C1C9AF9A,-25.210743,BFC3FCC6,-1.53115153
440D0277,564.038513,3FC8D5C2,1.56902337
C40D0277,-564.038513,BFC8D5C2,-1.56902337
48EE2F6F,487803.469,3FC90FC9,1.57079422
C8EE2F6F,-487803.469,BFC90FC9,-1.57079422
41120BB4,9.12785721,3FBB1839,1.46167672
C1120BB4,-9.12785721,BFBB1839,-1.46167672
4ADB9BDA,7196141,3FC90FD9,1.57079613
CADB9BDA,-7196141,BFC90FD9,-1.57079613
4A1D19E4,2573945,3FC90FD7,1.57079589
CA1D19E4,-2573945,BFC90FD7,-1.57079589
454F0303,3312.18823,3FC905F6,1.57049441
C54F0303,-3312.18823,BFC905F6,-1.57049441
411FD9F5,9.99071217,3FBC4AE5,1.4710356
C11FD9F5,-9.99071217,BFBC4AE5,-1.4710356
4A384650,3019156,3FC90FD8,1.57079601
CA384650,-3019156,BFC90FD8,-1.57079601
4AB2758D,5847750.5,3FC90FD9,1.57079613
CAB2758D,-5847750.5,BFC90FD9,-1.57079613
480F1E3D,146552.953,3FC90FA1,1.57078946
C80F1E3D,-146552.953,BFC90FA1,-1.57078946
43B71292,366.145081,3FC8B65C,1.56806517
C3B71292,-366.145081,BFC8B65C,-1.56806517
4463F276,911.788452,3FC8EBEA,1.56969953
C463F276,-911.788452,BFC8EBEA,-1.56969953
42009289,32.1431007,3FC514BE,1.5396955
C2009289,-32.1431007,BFC514BE,-1.5396955
43620AAD,226.041702,3FC87EE4,1.56637239
C3620AAD,-226.041702,BFC87EE4,-1.56637239
4A514CC0,3429168,3FC90FD8,1.57079601
CA514CC0,-3429168,BFC90FD8,-1.57079601
48D19CDC,429286.875,3FC90FC7,1.57079399
C8D19CDC,-429286.875,BFC90FC7,-1.57079399
49D57AD4,1748826.5,3FC90FD6,1.57079577
C9D57AD4,-1748826.5,BFC90FD6,-1.57079577
482DCA13,177960.297,3FC90FAB,1.57079065
C82DCA13,-177960.297,BFC90FAB,-1.57079065
4093ED45,4.62271357,3FADCAF1,1.35775578
C093ED45,-4.62271357,BFADCAF1,-1.35775578
4210D818,36.2110291,3FC5872B,1.5431875
C210D818,-36.2110291,BFC5872B,-1.5431875
489C9400,320672,3FC90FC0,1.57079315
C89C9400,-320672,BFC90FC0,-1.57079315
405BC171,3.43368173,3FA4C999,1.28740227
C05BC171,-3.43368173,BFA4C999,-1.28740227
4BCA362A,26504276,3FC90FDA,1.57079625
CBCA362A,-26504276,BFC90FDA,-1.57079625
43482714,200.152649,3FC86C24,1.56580019
C3482714,-200.152649,BFC86C24,-1.56580019
45B74159,5864.16846,3FC90A44,1.57062578
C5B74159,-5864.16846,BFC90A44,-1.57062578
435DEE55,221.930984,3FC87C35,1.5662905
C35DEE55,-221.930984,BFC87C35,-1.5662905
43245B6A,164.357086,3FC8487C,1.56471205
C3245B6A,-164.357086,BFC8487C,-1.56471205
4555529A,3413.1626,3FC90641,1.57050335
C555529A,-3413.1626,BFC90641,-1.57050335
453291FD,2857.12427,3FC90463,1.57044637
C53291FD,-2857.12427,BFC90463,-1.57044637
4768464B,59462.293,3FC90F4E,1.57077956
C768464B,-59462.293,BFC90F4E,-1.57077956
4371C536,241.770355,3FC88852,1.56666017
C371C536,-241.770355,BFC88852,-1.56666017
43B50E4F,362.111786,3FC8B55D,1.56803477
C3B50E4F,-362.111786,BFC8B55D,-1.56803477
46E1DC66,28910.1992,3FC90EB8,1.57076168
C6E1DC66,-28910.1992,BFC90EB8,-1.57076168
49796E17,1021665.44,3FC90FD2,1.5707953
C9796E17,-1021665.44,BFC90FD2,-1.5707953
40714EC5,3.77043271,3FA7E0A9,1.31154358
C0714EC5,-3.77043271,BFA7E0A9,-1.31154358
441E37E5,632.873352,3FC8DC14,1.56921625
C41E37E5,-632.873352,BFC8DC14,-1.56921625
420DF933,35.4933586,3FC574E2,1.54262948
C20DF933,-35.4933586,BFC574E2,-1.54262948
407E92EE,3.97771788,3FA98938,1.32450008
C07E92EE,-3.97771788,BFA98938,-1.32450008
435DF26C,221.94696,3FC87C37,1.56629074
C35DF26C,-221.94696,BFC87C37,-1.56629074
422D77D2,43.367012,3FC61C64,1.54774141
C22D77D2,-43.367012,BFC61C64,-1.54774141
40BA6DE6,5.82591534,3FB34D9C,1.40080595
C0BA6DE6,-5.82591534,BFB34D9C,-1.40080595
49CCC57F,1677487.88,3FC90FD6,1.57079577
C9CCC57F,-1677487.88,BFC90FD6,-1.57079577
4714B917,38073.0898,3FC90EFE,1.57077003
C714B917,-38073.0898,BFC90EFE,-1.57077003
47668420,59012.125,3FC90F4C,1.57077932
C7668420,-59012.125,BFC90F4C,-1.57077932
471915DE,39189.8672,3FC90F05,1.57077086
C71915DE,-39189.8672,BFC90F05,-1.57077086
4119D144,9.61359024,3FBBCB8F,1.46714962
C119D144,-9.61359024,BFBBCB8F,-1.46714962
49C2ED6B,1596845.38,3FC90FD5,1.57079566
C9C2ED6B,-1596845.38,BFC90FD5,-1.57079566
43746515,244.394852,3FC889C7,1.56670463
C3746515,-244.394852,BFC889C7,-1.56670463
43B94F11,370.617706,3FC8B771,1.56809819
C3B94F11,-370.617706,BFC8B771,-1.56809819
42B6B8A7,91.3606491,3FC7A934,1.55985117
C2B6B8A7,-91.3606491,BFC7A934,-1.55985117
421B5DB3,38.8415031,3FC5C468,1.54505634
C21B5DB3,-38.8415031,BFC5C468,-1.54505634
4955DBB2,875963.125,3FC90FD1,1.57079518
C955DBB2,-875963.125,BFC90FD1,-1.57079518
40996581,4.79364061,3FAEBCC7,1.36513603
C0996581,-4.79364061,BFAEBCC7,-1.36513603
47CEEFC5,105951.539,3FC90F8B,1.57078683
C7CEEFC5,-105951.539,BFC90F8B,-1.57078683
490738D7,553869.438,3FC90FCB,1.57079446
C90738D7,-553869.438,BFC90FCB,-1.57079446
4137D8A7,11.4903936,3FBDF33F,1.48398578
C137D8A7,-11.4903936,BFBDF33F,-1.48398578
47C6FA5D,101876.727,3FC90F88,1.57078648
C7C6FA5D,-101876.727,BFC90F88,-1.57078648
481C1699,159834.391,3FC90FA6,1.57079005
C81C1699,-159834.391,BFC90FA6,-1.57079005
471D3974,40249.4531,3FC90F0A,1.57077146
C71D3974,-40249.4531,BFC90F0A,-1.57077146
44A7CDE7,1342.43445,3FC8F772,1.57005143
C4A7CDE7,-1342.43445,BFC8F772,-1.57005143
4B282B9E,11021214,3FC90FDA,1.57079625
CB282B9E,-11021214,BFC90FDA,-1.57079625
459023BB,4612.46631,3FC908C0,1.57057953
C59023BB,-4612.46631,BFC908C0,-1.57057953
41CE88A4,25.8167191,3FC41B3C,1.53208113
C1CE88A4,-25.8167191,BFC41B3C,-1.53208113
41463F88,12.3905106,3FBEC0F8,1.49026394
C1463F88,-12.3905106,BFBEC0F8,-1.49026394
4204503C,33.0783539,3FC5318A,1.54057431
C204503C,-33.0783539,BFC5318A,-1.54057431
41FA8131,31.3130817,3FC4F9BF,1.53887165
C1FA8131,-31.3130817,BFC4F9BF,-1.53887165
41DD8B7B,27.6931057,3FC4711D,1.53470194
C1DD8B7B,-27.6931057,BFC4711D,-1.53470194
