c07e6912,3d823902
294bc8d7,3f800000
294d5fc5,3f800000
294ef6b3,3f800000
29508da1,3f800000
2952248f,3f800000
2953bb7c,3f800000
2955526a,3f800000
2956e958,3f800000
29588046,3f800000
295a1734,3f800000
295bae22,3f800000
295d4510,3f800000
295edbfe,3f800000
296072ec,3f800000
296209da,3f800000
2963a0c8,3f800000
296537b6,3f800000
2966cea4,3f800000
29686592,3f800000
2969fc7f,3f800000
296b936d,3f800000
296d2a5b,3f800000
296ec149,3f800000
29705837,3f800000
2971ef25,3f800000
29738613,3f800000
29751d01,3f800000
2976b3ef,3f800000
29784add,3f800000
2979e1cb,3f800000
297b78b9,3f800000
297d0fa7,3f800000
297ea694,3f800000
29803d82,3f800000
2981d470,3f800000
29836b5e,3f800000
2985024c,3f800000
2986993a,3f800000
29883028,3f800000
2989c716,3f800000
298b5e04,3f800000
298cf4f2,3f800000
298e8be0,3f800000
299022ce,3f800000
2991b9bc,3f800000
299350aa,3f800000
2994e797,3f800000
29967e85,3f800000
29981573,3f800000
2999ac61,3f800000
299b434f,3f800000
299cda3d,3f800000
299e712b,3f800000
29a00819,3f800000
29a19f07,3f800000
29a335f5,3f800000
29a4cce3,3f800000
29a663d1,3f800000
29a7fabf,3f800000
29a991ac,3f800000
29ab289a,3f800000
29acbf88,3f800000
29ae5676,3f800000
29afed64,3f800000
29b18452,3f800000
29b31b40,3f800000
29b4b22e,3f800000
29b6491c,3f800000
29b7e00a,3f800000
29b976f8,3f800000
29bb0de6,3f800000
29bca4d4,3f800000
29be3bc2,3f800000
29bfd2af,3f800000
29c1699d,3f800000
29c3008b,3f800000
29c49779,3f800000
29c62e67,3f800000
29c7c555,3f800000
29c95c43,3f800000
29caf331,3f800000
29cc8a1f,3f800000
29ce210d,3f800000
29cfb7fb,3f800000
29d14ee9,3f800000
29d2e5d7,3f800000
29d47cc4,3f800000
29d613b2,3f800000
29d7aaa0,3f800000
29d9418e,3f800000
29dad87c,3f800000
29dc6f6a,3f800000
29de0658,3f800000
29df9d46,3f800000
29e13434,3f800000
29e2cb22,3f800000
29e46210,3f800000
29e5f8fe,3f800000
29e78fec,3f800000
29e926da,3f800000
29eabdc7,3f800000
29ec54b5,3f800000
29edeba3,3f800000
29ef8291,3f800000
29f1197f,3f800000
29f2b06d,3f800000
29f4475b,3f800000
29f5de49,3f800000
29f77537,3f800000
29f90c25,3f800000
29faa313,3f800000
29fc3a01,3f800000
29fdd0ef,3f800000
29ff67dc,3f800000
2a00feca,3f800000
2a0295b8,3f800000
2a042ca6,3f800000
2a05c394,3f800000
2a075a82,3f800000
2a08f170,3f800000
2a0a885e,3f800000
2a0c1f4c,3f800000
2a0db63a,3f800000
2a0f4d28,3f800000
2a10e416,3f800000
2a127b04,3f800000
2a1411f2,3f800000
2a15a8df,3f800000
2a173fcd,3f800000
2a18d6bb,3f800000
2a1a6da9,3f800000
2a1c0497,3f800000
2a1d9b85,3f800000
2a1f3273,3f800000
2a20c961,3f800000
2a22604f,3f800000
2a23f73d,3f800000
2a258e2b,3f800000
2a272519,3f800000
2a28bc07,3f800000
2a2a52f4,3f800000
2a2be9e2,3f800000
2a2d80d0,3f800000
2a2f17be,3f800000
2a30aeac,3f800000
2a32459a,3f800000
2a33dc88,3f800000
2a357376,3f800000
2a370a64,3f800000
2a38a152,3f800000
2a3a3840,3f800000
2a3bcf2e,3f800000
2a3d661c,3f800000
2a3efd0a,3f800000
2a4093f7,3f800000
2a422ae5,3f800000
2a43c1d3,3f800000
2a4558c1,3f800000
2a46efaf,3f800000
2a48869d,3f800000
2a4a1d8b,3f800000
2a4bb479,3f800000
2a4d4b67,3f800000
2a4ee255,3f800000
2a507943,3f800000
2a521031,3f800000
2a53a71f,3f800000
2a553e0c,3f800000
2a56d4fa,3f800000
2a586be8,3f800000
2a5a02d6,3f800000
2a5b99c4,3f800000
2a5d30b2,3f800000
2a5ec7a0,3f800000
2a605e8e,3f800000
2a61f57c,3f800000
2a638c6a,3f800000
2a652358,3f800000
2a66ba46,3f800000
2a685134,3f800000
2a69e821,3f800000
2a6b7f0f,3f800000
2a6d15fd,3f800000
2a6eaceb,3f800000
2a7043d9,3f800000
2a71dac7,3f800000
2a7371b5,3f800000
2a7508a3,3f800000
2a769f91,3f800000
2a78367f,3f800000
2a79cd6d,3f800000
2a7b645b,3f800000
2a7cfb49,3f800000
2a7e9237,3f800000
2a802924,3f800000
2a81c012,3f800000
2a835700,3f800000
2a84edee,3f800000
2a8684dc,3f800000
2a881bca,3f800000
2a89b2b8,3f800000
2a8b49a6,3f800000
2a8ce094,3f800000
2a8e7782,3f800000
2a900e70,3f800000
2a91a55e,3f800000
2a933c4c,3f800000
2a94d339,3f800000
2a966a27,3f800000
2a980115,3f800000
2a999803,3f800000
2a9b2ef1,3f800000
2a9cc5df,3f800000
2a9e5ccd,3f800000
2a9ff3bb,3f800000
2aa18aa9,3f800000
2aa32197,3f800000
2aa4b885,3f800000
2aa64f73,3f800000
2aa7e661,3f800000
2aa97d4f,3f800000
2aab143c,3f800000
2aacab2a,3f800000
2aae4218,3f800000
2aafd906,3f800000
2ab16ff4,3f800000
2ab306e2,3f800000
2ab49dd0,3f800000
2ab634be,3f800000
2ab7cbac,3f800000
2ab9629a,3f800000
2abaf988,3f800000
2abc9076,3f800000
2abe2764,3f800000
2abfbe51,3f800000
2ac1553f,3f800000
2ac2ec2d,3f800000
2ac4831b,3f800000
2ac61a09,3f800000
2ac7b0f7,3f800000
2ac947e5,3f800000
2acaded3,3f800000
2acc75c1,3f800000
2ace0caf,3f800000
2acfa39d,3f800000
2ad13a8b,3f800000
2ad2d179,3f800000
2ad46867,3f800000
2ad5ff54,3f800000
2ad79642,3f800000
2ad92d30,3f800000
2adac41e,3f800000
2adc5b0c,3f800000
2addf1fa,3f800000
2adf88e8,3f800000
2ae11fd6,3f800000
2ae2b6c4,3f800000
2ae44db2,3f800000
2ae5e4a0,3f800000
2ae77b8e,3f800000
2ae9127c,3f800000
2aeaa969,3f800000
2aec4057,3f800000
2aedd745,3f800000
2aef6e33,3f800000
2af10521,3f800000
2af29c0f,3f800000
2af432fd,3f800000
2af5c9eb,3f800000
2af760d9,3f800000
2af8f7c7,3f800000
2afa8eb5,3f800000
2afc25a3,3f800000
2afdbc91,3f800000
2aff537f,3f800000
2b00ea6c,3f800000
2b02815a,3f800000
2b041848,3f800000
2b05af36,3f800000
2b074624,3f800000
2b08dd12,3f800000
2b0a7400,3f800000
2b0c0aee,3f800000
2b0da1dc,3f800000
2b0f38ca,3f800000
2b10cfb8,3f800000
2b1266a6,3f800000
2b13fd94,3f800000
2b159481,3f800000
2b172b6f,3f800000
2b18c25d,3f800000
2b1a594b,3f800000
2b1bf039,3f800000
2b1d8727,3f800000
2b1f1e15,3f800000
2b20b503,3f800000
2b224bf1,3f800000
2b23e2df,3f800000
2b2579cd,3f800000
2b2710bb,3f800000
2b28a7a9,3f800000
2b2a3e97,3f800000
2b2bd584,3f800000
2b2d6c72,3f800000
2b2f0360,3f800000
2b309a4e,3f800000
2b32313c,3f800000
2b33c82a,3f800000
2b355f18,3f800000
2b36f606,3f800000
2b388cf4,3f800000
2b3a23e2,3f800000
2b3bbad0,3f800000
2b3d51be,3f800000
2b3ee8ac,3f800000
2b407f99,3f800000
2b421687,3f800000
2b43ad75,3f800000
2b454463,3f800000
2b46db51,3f800000
2b48723f,3f800000
2b4a092d,3f800000
2b4ba01b,3f800000
2b4d3709,3f800000
2b4ecdf7,3f800000
2b5064e5,3f800000
2b51fbd3,3f800000
2b5392c1,3f800000
2b5529af,3f800000
2b56c09c,3f800000
2b58578a,3f800000
2b59ee78,3f800000
2b5b8566,3f800000
2b5d1c54,3f800000
2b5eb342,3f800000
2b604a30,3f800000
2b61e11e,3f800000
2b63780c,3f800000
2b650efa,3f800000
2b66a5e8,3f800000
2b683cd6,3f800000
2b69d3c4,3f800000
2b6b6ab1,3f800000
2b6d019f,3f800000
2b6e988d,3f800000
2b702f7b,3f800000
2b71c669,3f800000
2b735d57,3f800000
2b74f445,3f800000
2b768b33,3f800000
2b782221,3f800000
2b79b90f,3f800000
2b7b4ffd,3f800000
2b7ce6eb,3f800000
2b7e7dd9,3f800000
2b8014c7,3f800000
2b81abb4,3f800000
2b8342a2,3f800000
2b84d990,3f800000
2b86707e,3f800000
2b88076c,3f800000
2b899e5a,3f800000
2b8b3548,3f800000
2b8ccc36,3f800000
2b8e6324,3f800000
2b8ffa12,3f800000
2b919100,3f800000
2b9327ee,3f800000
2b94bedc,3f800000
2b9655c9,3f800000
2b97ecb7,3f800000
2b9983a5,3f800000
2b9b1a93,3f800000
2b9cb181,3f800000
2b9e486f,3f800000
2b9fdf5d,3f800000
2ba1764b,3f800000
2ba30d39,3f800000
2ba4a427,3f800000
2ba63b15,3f800000
2ba7d203,3f800000
2ba968f1,3f800000
2baaffdf,3f800000
2bac96cc,3f800000
2bae2dba,3f800000
2bafc4a8,3f800000
2bb15b96,3f800000
2bb2f284,3f800000
2bb48972,3f800000
2bb62060,3f800000
2bb7b74e,3f800000
2bb94e3c,3f800000
2bbae52a,3f800000
2bbc7c18,3f800000
2bbe1306,3f800000
2bbfa9f4,3f800000
2bc140e1,3f800000
2bc2d7cf,3f800000
2bc46ebd,3f800000
2bc605ab,3f800000
2bc79c99,3f800000
2bc93387,3f800000
2bcaca75,3f800000
2bcc6163,3f800000
2bcdf851,3f800000
2bcf8f3f,3f800000
2bd1262d,3f800000
2bd2bd1b,3f800000
2bd45409,3f800000
2bd5eaf7,3f800000
2bd781e4,3f800000
2bd918d2,3f800000
2bdaafc0,3f800000
2bdc46ae,3f800000
2bdddd9c,3f800000
2bdf748a,3f800000
2be10b78,3f800000
2be2a266,3f800000
2be43954,3f800000
2be5d042,3f800000
2be76730,3f800000
2be8fe1e,3f800000
2bea950c,3f800000
2bec2bf9,3f800000
2bedc2e7,3f800000
2bef59d5,3f800000
2bf0f0c3,3f800000
2bf287b1,3f800000
2bf41e9f,3f800000
2bf5b58d,3f800000
2bf74c7b,3f800000
2bf8e369,3f800000
2bfa7a57,3f800000
2bfc1145,3f800000
2bfda833,3f800000
2bff3f21,3f800000
2c00d60e,3f800000
2c026cfc,3f800000
2c0403ea,3f800000
2c059ad8,3f800000
2c0731c6,3f800000
2c08c8b4,3f800000
2c0a5fa2,3f800000
2c0bf690,3f800000
2c0d8d7e,3f800000
2c0f246c,3f800000
2c10bb5a,3f800000
2c125248,3f800000
2c13e936,3f800000
2c158024,3f800000
2c171711,3f800000
2c18adff,3f800000
2c1a44ed,3f800000
2c1bdbdb,3f800000
2c1d72c9,3f800000
2c1f09b7,3f800000
2c20a0a5,3f800000
2c223793,3f800000
2c23ce81,3f800000
2c25656f,3f800000
2c26fc5d,3f800000
2c28934b,3f800000
2c2a2a39,3f800000
2c2bc126,3f800000
2c2d5814,3f800000
2c2eef02,3f800000
2c3085f0,3f800000
2c321cde,3f800000
2c33b3cc,3f800000
2c354aba,3f800000
2c36e1a8,3f800000
2c387896,3f800000
2c3a0f84,3f800000
2c3ba672,3f800000
2c3d3d60,3f800000
2c3ed44e,3f800000
2c406b3c,3f800000
2c420229,3f800000
2c439917,3f800000
2c453005,3f800000
2c46c6f3,3f800000
2c485de1,3f800000
2c49f4cf,3f800000
2c4b8bbd,3f800000
2c4d22ab,3f800000
2c4eb999,3f800000
2c505087,3f800000
2c51e775,3f800000
2c537e63,3f800000
2c551551,3f800000
2c56ac3e,3f800000
2c58432c,3f800000
2c59da1a,3f800000
2c5b7108,3f800000
2c5d07f6,3f800000
2c5e9ee4,3f800000
2c6035d2,3f800000
2c61ccc0,3f800000
2c6363ae,3f800000
2c64fa9c,3f800000
2c66918a,3f800000
2c682878,3f800000
2c69bf66,3f800000
2c6b5654,3f800000
2c6ced41,3f800000
2c6e842f,3f800000
2c701b1d,3f800000
2c71b20b,3f800000
2c7348f9,3f800000
2c74dfe7,3f800000
2c7676d5,3f800000
2c780dc3,3f800000
2c79a4b1,3f800000
2c7b3b9f,3f800000
2c7cd28d,3f800000
2c7e697b,3f800000
2c800069,3f800000
2c819756,3f800000
2c832e44,3f800000
2c84c532,3f800000
2c865c20,3f800000
2c87f30e,3f800000
2c8989fc,3f800000
2c8b20ea,3f800000
2c8cb7d8,3f800000
2c8e4ec6,3f800000
2c8fe5b4,3f800000
2c917ca2,3f800000
2c931390,3f800000
2c94aa7e,3f800000
2c96416c,3f800000
2c97d859,3f800000
2c996f47,3f800000
2c9b0635,3f800000
2c9c9d23,3f800000
2c9e3411,3f800000
2c9fcaff,3f800000
2ca161ed,3f800000
2ca2f8db,3f800000
2ca48fc9,3f800000
2ca626b7,3f800000
2ca7bda5,3f800000
2ca95493,3f800000
2caaeb81,3f800000
2cac826e,3f800000
2cae195c,3f800000
2cafb04a,3f800000
2cb14738,3f800000
2cb2de26,3f800000
2cb47514,3f800000
2cb60c02,3f800000
2cb7a2f0,3f800000
2cb939de,3f800000
2cbad0cc,3f800000
2cbc67ba,3f800000
2cbdfea8,3f800000
2cbf9596,3f800000
2cc12c84,3f800000
2cc2c371,3f800000
2cc45a5f,3f800000
2cc5f14d,3f800000
2cc7883b,3f800000
2cc91f29,3f800000
2ccab617,3f800000
2ccc4d05,3f800000
2ccde3f3,3f800000
2ccf7ae1,3f800000
2cd111cf,3f800000
2cd2a8bd,3f800000
2cd43fab,3f800000
2cd5d699,3f800000
2cd76d86,3f800000
2cd90474,3f800000
2cda9b62,3f800000
2cdc3250,3f800000
2cddc93e,3f800000
2cdf602c,3f800000
2ce0f71a,3f800000
2ce28e08,3f800000
2ce424f6,3f800000
2ce5bbe4,3f800000
2ce752d2,3f800000
2ce8e9c0,3f800000
2cea80ae,3f800000
2cec179c,3f800000
2cedae89,3f800000
2cef4577,3f800000
2cf0dc65,3f800000
2cf27353,3f800000
2cf40a41,3f800000
2cf5a12f,3f800000
2cf7381d,3f800000
2cf8cf0b,3f800000
2cfa65f9,3f800000
2cfbfce7,3f800000
2cfd93d5,3f800000
2cff2ac3,3f800000
2d00c1b1,3f800000
2d02589e,3f800000
2d03ef8c,3f800000
2d05867a,3f800000
2d071d68,3f800000
2d08b456,3f800000
2d0a4b44,3f800000
2d0be232,3f800000
2d0d7920,3f800000
2d0f100e,3f800000
2d10a6fc,3f800000
2d123dea,3f800000
2d13d4d8,3f800000
2d156bc6,3f800000
2d1702b4,3f800000
2d1899a1,3f800000
2d1a308f,3f800000
2d1bc77d,3f800000
2d1d5e6b,3f800000
2d1ef559,3f800000
2d208c47,3f800000
2d222335,3f800000
2d23ba23,3f800000
2d255111,3f800000
2d26e7ff,3f800000
2d287eed,3f800000
2d2a15db,3f800000
2d2bacc9,3f800000
2d2d43b6,3f800000
2d2edaa4,3f800000
2d307192,3f800000
2d320880,3f800000
2d339f6e,3f800000
2d35365c,3f800000
2d36cd4a,3f800000
2d386438,3f800000
2d39fb26,3f800000
2d3b9214,3f800000
2d3d2902,3f800000
2d3ebff0,3f800000
2d4056de,3f800000
2d41edcc,3f800000
2d4384b9,3f800000
2d451ba7,3f800000
2d46b295,3f800000
2d484983,3f800000
2d49e071,3f800000
2d4b775f,3f800000
2d4d0e4d,3f800000
2d4ea53b,3f800000
2d503c29,3f800000
2d51d317,3f800000
2d536a05,3f800000
2d5500f3,3f800000
2d5697e1,3f800000
2d582ece,3f800000
2d59c5bc,3f800000
2d5b5caa,3f800000
2d5cf398,3f800000
2d5e8a86,3f800000
2d602174,3f800000
2d61b862,3f800000
2d634f50,3f800000
2d64e63e,3f800000
2d667d2c,3f800000
2d68141a,3f800000
2d69ab08,3f800000
2d6b41f6,3f800000
2d6cd8e4,3f800000
2d6e6fd1,3f800000
2d7006bf,3f800000
2d719dad,3f800000
2d73349b,3f800000
2d74cb89,3f800000
2d766277,3f800000
2d77f965,3f800000
2d799053,3f800000
2d7b2741,3f800000
2d7cbe2f,3f800000
2d7e551d,3f800000
2d7fec0b,3f800000
2d8182f9,3f800000
2d8319e6,3f800000
2d84b0d4,3f800000
2d8647c2,3f800000
2d87deb0,3f800000
2d89759e,3f800000
2d8b0c8c,3f800000
2d8ca37a,3f800000
2d8e3a68,3f800000
2d8fd156,3f800000
2d916844,3f800000
2d92ff32,3f800000
2d949620,3f800000
2d962d0e,3f800000
2d97c3fb,3f800000
2d995ae9,3f800000
2d9af1d7,3f800000
2d9c88c5,3f800000
2d9e1fb3,3f800000
2d9fb6a1,3f800000
2da14d8f,3f800000
2da2e47d,3f800000
2da47b6b,3f800000
2da61259,3f800000
2da7a947,3f800000
2da94035,3f800000
2daad723,3f800000
2dac6e11,3f800000
2dae04fe,3f800000
2daf9bec,3f800000
2db132da,3f800000
2db2c9c8,3f800000
2db460b6,3f800000
2db5f7a4,3f800000
2db78e92,3f800000
2db92580,3f800000
2dbabc6e,3f800000
2dbc535c,3f800000
2dbdea4a,3f800000
2dbf8138,3f800000
2dc11826,3f800000
2dc2af13,3f800000
2dc44601,3f800000
2dc5dcef,3f800000
2dc773dd,3f800000
2dc90acb,3f800000
2dcaa1b9,3f800000
2dcc38a7,3f800000
2dcdcf95,3f800000
2dcf6683,3f800000
2dd0fd71,3f800000
2dd2945f,3f800000
2dd42b4d,3f800000
2dd5c23b,3f800000
2dd75929,3f800000
2dd8f016,3f800000
2dda8704,3f800000
2ddc1df2,3f800000
2dddb4e0,3f800000
2ddf4bce,3f800000
2de0e2bc,3f800000
2de279aa,3f800000
2de41098,3f800000
2de5a786,3f800000
2de73e74,3f800000
2de8d562,3f800000
2dea6c50,3f800000
2dec033e,3f800000
2ded9a2b,3f800000
2def3119,3f800000
2df0c807,3f800000
2df25ef5,3f800000
2df3f5e3,3f800000
2df58cd1,3f800000
2df723bf,3f800000
2df8baad,3f800000
2dfa519b,3f800000
2dfbe889,3f800000
2dfd7f77,3f800000
2dff1665,3f800000
2e00ad53,3f800000
2e024441,3f800000
2e03db2e,3f800000
2e05721c,3f800000
2e07090a,3f800000
2e089ff8,3f800000
2e0a36e6,3f800000
2e0bcdd4,3f800000
2e0d64c2,3f800000
2e0efbb0,3f800000
2e10929e,3f800000
2e12298c,3f800000
2e13c07a,3f800000
2e155768,3f800000
2e16ee56,3f800000
2e188543,3f800000
2e1a1c31,3f800000
2e1bb31f,3f800000
2e1d4a0d,3f800000
2e1ee0fb,3f800000
2e2077e9,3f800000
2e220ed7,3f800000
2e23a5c5,3f800000
2e253cb3,3f800000
2e26d3a1,3f800000
2e286a8f,3f800000
2e2a017d,3f800000
2e2b986b,3f800000
2e2d2f59,3f800000
2e2ec646,3f800000
2e305d34,3f800000
2e31f422,3f800000
2e338b10,3f800000
2e3521fe,3f800000
2e36b8ec,3f800000
2e384fda,3f800000
2e39e6c8,3f800000
2e3b7db6,3f800000
2e3d14a4,3f800000
2e3eab92,3f800000
2e404280,3f800000
2e41d96e,3f800000
2e43705b,3f800000
2e450749,3f800000
2e469e37,3f800000
2e483525,3f800000
2e49cc13,3f800000
2e4b6301,3f800000
2e4cf9ef,3f800000
2e4e90dd,3f800000
2e5027cb,3f800000
2e51beb9,3f800000
2e5355a7,3f800000
2e54ec95,3f800000
2e568383,3f800000
2e581a71,3f800000
2e59b15e,3f800000
2e5b484c,3f800000
2e5cdf3a,3f800000
2e5e7628,3f800000
2e600d16,3f800000
2e61a404,3f800000
2e633af2,3f800000
2e64d1e0,3f800000
2e6668ce,3f800000
2e67ffbc,3f800000
2e6996aa,3f800000
2e6b2d98,3f800000
2e6cc486,3f800000
2e6e5b73,3f800000
2e6ff261,3f800000
2e71894f,3f800000
2e73203d,3f800000
2e74b72b,3f800000
2e764e19,3f800000
2e77e507,3f800000
2e797bf5,3f800000
2e7b12e3,3f800000
2e7ca9d1,3f800000
2e7e40bf,3f800000
2e7fd7ad,3f800000
2e816e9b,3f800000
2e830589,3f800000
2e849c76,3f800000
2e863364,3f800000
2e87ca52,3f800000
2e896140,3f800000
2e8af82e,3f800000
2e8c8f1c,3f800000
2e8e260a,3f800000
2e8fbcf8,3f800000
2e9153e6,3f800000
2e92ead4,3f800000
2e9481c2,3f800000
2e9618b0,3f800000
2e97af9e,3f800000
2e99468b,3f800000
2e9add79,3f800000
2e9c7467,3f800000
2e9e0b55,3f800000
2e9fa243,3f800000
2ea13931,3f800000
2ea2d01f,3f800000
2ea4670d,3f800000
2ea5fdfb,3f800000
2ea794e9,3f800000
2ea92bd7,3f800000
2eaac2c5,3f800000
2eac59b3,3f800000
2eadf0a1,3f800000
2eaf878e,3f800000
2eb11e7c,3f800000
2eb2b56a,3f800000
2eb44c58,3f800000
2eb5e346,3f800000
2eb77a34,3f800000
2eb91122,3f800000
2ebaa810,3f800000
2ebc3efe,3f800000
2ebdd5ec,3f800000
2ebf6cda,3f800000
2ec103c8,3f800000
2ec29ab6,3f800000
2ec431a3,3f800000
2ec5c891,3f800000
2ec75f7f,3f800000
2ec8f66d,3f800000
2eca8d5b,3f800000
2ecc2449,3f800000
2ecdbb37,3f800000
2ecf5225,3f800000
2ed0e913,3f800000
2ed28001,3f800000
2ed416ef,3f800000
2ed5addd,3f800000
2ed744cb,3f800000
2ed8dbb9,3f800000
2eda72a6,3f800000
2edc0994,3f800000
2edda082,3f800000
2edf3770,3f800000
2ee0ce5e,3f800000
2ee2654c,3f800000
2ee3fc3a,3f800000
2ee59328,3f800000
2ee72a16,3f800000
2ee8c104,3f800000
2eea57f2,3f800000
2eebeee0,3f800000
2eed85ce,3f800000
2eef1cbb,3f800000
2ef0b3a9,3f800000
2ef24a97,3f800000
2ef3e185,3f800000
2ef57873,3f800000
2ef70f61,3f800000
2ef8a64f,3f800000
2efa3d3d,3f800000
2efbd42b,3f800000
2efd6b19,3f800000
2eff0207,3f800000
2f0098f5,3f800000
2f022fe3,3f800000
2f03c6d1,3f800000
2f055dbe,3f800000
2f06f4ac,3f800000
2f088b9a,3f800000
2f0a2288,3f800000
2f0bb976,3f800000
2f0d5064,3f800000
2f0ee752,3f800000
2f107e40,3f800000
2f12152e,3f800000
2f13ac1c,3f800000
2f15430a,3f800000
2f16d9f8,3f800000
2f1870e6,3f800000
2f1a07d3,3f800000
2f1b9ec1,3f800000
2f1d35af,3f800000
2f1ecc9d,3f800000
2f20638b,3f800000
2f21fa79,3f800000
2f239167,3f800000
2f252855,3f800000
2f26bf43,3f800000
2f285631,3f800000
2f29ed1f,3f800000
2f2b840d,3f800000
2f2d1afb,3f800000
2f2eb1e8,3f800000
2f3048d6,3f800000
2f31dfc4,3f800000
2f3376b2,3f800000
2f350da0,3f800000
2f36a48e,3f800000
2f383b7c,3f800000
2f39d26a,3f800000
2f3b6958,3f800000
2f3d0046,3f800000
2f3e9734,3f800000
2f402e22,3f800000
2f41c510,3f800000
2f435bfe,3f800000
2f44f2eb,3f800000
2f4689d9,3f800000
2f4820c7,3f800000
2f49b7b5,3f800000
2f4b4ea3,3f800000
2f4ce591,3f800000
2f4e7c7f,3f800000
2f50136d,3f800000
2f51aa5b,3f800000
2f534149,3f800000
2f54d837,3f800000
2f566f25,3f800000
2f580613,3f800000
2f599d00,3f800000
2f5b33ee,3f800000
2f5ccadc,3f800000
2f5e61ca,3f800000
2f5ff8b8,3f800000
2f618fa6,3f800000
2f632694,3f800000
2f64bd82,3f800000
2f665470,3f800000
2f67eb5e,3f800000
2f69824c,3f800000
2f6b193a,3f800000
2f6cb028,3f800000
2f6e4716,3f800000
2f6fde03,3f800000
2f7174f1,3f800000
2f730bdf,3f800000
2f74a2cd,3f800000
2f7639bb,3f800000
2f77d0a9,3f800000
2f796797,3f800000
2f7afe85,3f800000
2f7c9573,3f800000
2f7e2c61,3f800000
2f7fc34f,3f800000
2f815a3d,3f800000
2f82f12b,3f800000
2f848818,3f800000
2f861f06,3f800000
2f87b5f4,3f800000
2f894ce2,3f800000
2f8ae3d0,3f800000
2f8c7abe,3f800000
2f8e11ac,3f800000
2f8fa89a,3f800000
2f913f88,3f800000
2f92d676,3f800000
2f946d64,3f800000
2f960452,3f800000
2f979b40,3f800000
2f99322e,3f800000
2f9ac91b,3f800000
2f9c6009,3f800000
2f9df6f7,3f800000
2f9f8de5,3f800000
2fa124d3,3f800000
2fa2bbc1,3f800000
2fa452af,3f800000
2fa5e99d,3f800000
2fa7808b,3f800000
2fa91779,3f800000
2faaae67,3f800000
2fac4555,3f800000
2faddc43,3f800000
2faf7330,3f800000
2fb10a1e,3f800000
2fb2a10c,3f800000
2fb437fa,3f800000
2fb5cee8,3f800000
2fb765d6,3f800000
2fb8fcc4,3f800000
2fba93b2,3f800000
2fbc2aa0,3f800000
2fbdc18e,3f800000
2fbf587c,3f800000
2fc0ef6a,3f800000
2fc28658,3f800000
2fc41d46,3f800000
2fc5b433,3f800000
2fc74b21,3f800000
2fc8e20f,3f800000
2fca78fd,3f800000
2fcc0feb,3f800000
2fcda6d9,3f800000
2fcf3dc7,3f800000
2fd0d4b5,3f800000
2fd26ba3,3f800000
2fd40291,3f800000
2fd5997f,3f800000
2fd7306d,3f800000
2fd8c75b,3f800000
2fda5e48,3f800000
2fdbf536,3f800000
2fdd8c24,3f800000
2fdf2312,3f800000
2fe0ba00,3f800000
2fe250ee,3f800000
2fe3e7dc,3f800000
2fe57eca,3f800000
2fe715b8,3f800000
2fe8aca6,3f800000
2fea4394,3f800000
2febda82,3f800000
2fed7170,3f800000
2fef085e,3f800000
2ff09f4b,3f800000
2ff23639,3f800000
2ff3cd27,3f800000
2ff56415,3f800000
2ff6fb03,3f800000
2ff891f1,3f800000
2ffa28df,3f800000
2ffbbfcd,3f800000
2ffd56bb,3f800000
2ffeeda9,3f800000
30008497,3f800000
30021b85,3f800000
3003b273,3f800000
30054960,3f800000
3006e04e,3f800000
3008773c,3f800000
300a0e2a,3f800000
300ba518,3f800000
300d3c06,3f800000
300ed2f4,3f800000
301069e2,3f800000
301200d0,3f800000
301397be,3f800000
30152eac,3f800000
3016c59a,3f800000
30185c88,3f800000
3019f376,3f800000
301b8a63,3f800000
301d2151,3f800000
301eb83f,3f800000
30204f2d,3f800000
3021e61b,3f800000
30237d09,3f800000
302513f7,3f800000
3026aae5,3f800000
302841d3,3f800000
3029d8c1,3f800000
302b6faf,3f800000
302d069d,3f800000
302e9d8b,3f800000
30303478,3f800000
3031cb66,3f800000
30336254,3f800000
3034f942,3f800000
30369030,3f800000
3038271e,3f800000
3039be0c,3f800000
303b54fa,3f800000
303cebe8,3f800000
303e82d6,3f800000
304019c4,3f800000
3041b0b2,3f800000
304347a0,3f800000
3044de8e,3f800000
3046757b,3f800000
30480c69,3f800000
3049a357,3f800000
304b3a45,3f800000
304cd133,3f800000
304e6821,3f800000
304fff0f,3f800000
305195fd,3f800000
30532ceb,3f800000
3054c3d9,3f800000
30565ac7,3f800000
3057f1b5,3f800000
305988a3,3f800000
305b1f90,3f800000
305cb67e,3f800000
305e4d6c,3f800000
305fe45a,3f800000
30617b48,3f800000
30631236,3f800000
3064a924,3f800000
30664012,3f800000
3067d700,3f800000
30696dee,3f800000
306b04dc,3f800000
306c9bca,3f800000
306e32b8,3f800000
306fc9a6,3f800000
30716093,3f800000
3072f781,3f800000
30748e6f,3f800000
3076255d,3f800000
3077bc4b,3f800000
30795339,3f800000
307aea27,3f800000
307c8115,3f800000
307e1803,3f800000
307faef1,3f800000
308145df,3f800000
3082dccd,3f800000
308473bb,3f800000
30860aa8,3f800000
3087a196,3f800000
30893884,3f800000
308acf72,3f800000
308c6660,3f800000
308dfd4e,3f800000
308f943c,3f800000
30912b2a,3f800000
3092c218,3f800000
30945906,3f800000
3095eff4,3f800000
309786e2,3f800000
30991dd0,3f800000
309ab4be,3f800000
309c4bab,3f800000
309de299,3f800000
309f7987,3f800000
30a11075,3f800000
30a2a763,3f800000
30a43e51,3f800000
30a5d53f,3f800000
