case,isftcflx,itimestep,isfflx,dx,xland,snowh,u1,v1,t1,qv1,p1,rho1,dz1,u2,v2,dz2,psfc,tsk,pblh,mavail,hfx_input,qfx_input,znt_input,qsfc_input,ust_input,mol_input,ustm_input,regime,zol,rmol,ust,ustm,mol,psim,psih,chs,chs2,cqs2,ch,flhc,flqc,qgh,qsfc,hfx,qfx,lh,u10,v10,th2,t2,q2,gz1oz0,wspd,br,ck,cka,cd,cda,wstar,qstar,cpm,znt
light_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 1.1827776432037354E+000, 2.5505558369331993E-005, 2.4422497517662123E-005, 1.4522654935717583E-002, 7.9310826957225800E-002,-5.9421565383672714E-002, 7.7700629830360413E-002, 4.0000000000000000E+000,-7.0072072744369507E-001,-7.0072069764137268E-002, 9.2641450464725494E-002, 9.1164320707321167E-002,-5.8682996779680252E-002, 9.3894952535629272E-001, 1.6238486766815186E+000, 3.4140653442591429E-003, 3.6352674942463636E-003, 3.6774312611669302E-003, 3.4140651114284992E-003, 4.0666213035583496E+000, 4.0668533183634281E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.3694250583648682E+000, 2.9430480935843661E-005, 7.3576202392578125E+001, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9269088745117188E+002, 2.9269088745117188E+002, 7.8749991953372955E-003, 1.3028552055358887E+001, 3.2029004096984863E+000,-5.2029356360435486E-002, 1.2325851712375879E-003, 1.2325842399150133E-003, 1.0947020491585135E-003, 1.0947020491585135E-003, 5.0849848985671997E-001,-2.6369941234588623E-001, 1.0108283081054688E+003, 2.1967091015540063E-005
moderate_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 1.7842964172363281E+001, 8.8341286755166948E-005, 4.5296801545191556E-005, 1.6444846987724304E-002, 2.8891935944557190E-001,-9.4609089195728302E-002, 2.8706854581832886E-001, 4.0000000000000000E+000,-2.0012670755386353E-001,-1.6677225008606911E-002, 2.8222644329071045E-001, 2.8010320663452148E-001,-9.4702161848545074E-002, 4.6024903655052185E-001, 8.4667682647705078E-001, 9.3635963276028633E-003, 1.0369806550443172E-002, 1.0554842650890350E-002, 9.3635963276028633E-003, 1.1141665458679199E+001, 1.1185592040419579E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.7426212310791016E+001, 8.6350570200011134E-005, 2.1587641906738281E+002, 7.8836541175842285E+000, 1.9709135293960571E+000, 2.9364935302734375E+002, 2.9364935302734375E+002, 9.4499988481402397E-003, 1.2536513328552246E+001, 8.3185396194458008E+000,-1.6544615849852562E-002, 1.1374925961717963E-003, 1.1166114127263427E-003, 1.1211007367819548E-003, 1.0971216252073646E-003, 1.0945811271667480E+000,-2.5368121266365051E-001, 1.0120940551757812E+003, 4.3116582673974335E-005
breezy_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 8.6481895446777344E+000, 1.0246860620100051E-004, 1.7637852579355240E-004, 1.3638554140925407E-002, 5.2283167839050293E-001,-3.5684328526258469E-002, 5.2035409212112427E-001, 4.0000000000000000E+000,-3.9381146430969238E-002,-2.6254097465425730E-003, 4.7629040479660034E-001, 4.7419738769531250E-001,-3.6050755530595779E-002, 1.3354843854904175E-001, 2.5917467474937439E-001, 1.4623327180743217E-002, 1.6960591077804565E-002, 1.7409995198249817E-002, 1.4623326249420643E-002, 1.7464799880981445E+001, 1.7656199634075165E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 7.6038985252380371E+000, 9.4056980742607266E-005, 2.3514245605468750E+002, 1.1620898246765137E+001, 2.9052245616912842E+000, 2.9178671264648438E+002, 2.9178671264648438E+002, 8.9250002056360245E-003, 1.1692559242248535E+001, 1.2418686866760254E+001,-3.8400259800255299E-003, 1.1518156388774514E-003, 1.0866435477510095E-003, 1.2769143795594573E-003, 1.1975086526945233E-003, 1.1062501668930054E+000,-1.6360685229301453E-001, 1.0116721801757812E+003, 1.2533750850707293E-004
windy_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.7147167205810547E+001, 1.4203833416104317E-004, 7.5687514618039131E-004, 1.2802538461983204E-002, 8.5120850801467896E-001,-2.5826871395111084E-002, 8.4827113151550293E-001, 4.0000000000000000E+000,-1.4608914032578468E-002,-8.1160635454580188E-004, 7.5928771495819092E-001, 7.5679212808609009E-001,-2.6769418269395828E-002, 5.4241746664047241E-002, 1.0695864260196686E-001, 2.1532142534852028E-002, 2.5303540751338005E-002, 2.6303991675376892E-002, 2.1532142534852028E-002, 2.5749595642089844E+001, 2.6314431801438332E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.3942289352416992E+001, 1.3074505841359496E-004, 3.2686264038085938E+002, 1.6086063385009766E+001, 3.7849562168121338E+000, 2.9093014526367188E+002, 2.9093014526367188E+002, 8.3999997004866600E-003, 1.0554109573364258E+001, 1.7518161773681641E+001,-1.8670334247872233E-003, 1.2286889832466841E-003, 1.1164499446749687E-003, 1.6208791639655828E-003, 1.4512839261442423E-003, 1.3733270168304443E+000,-1.4260576665401459E-001, 1.0112501831054688E+003, 4.6956137521192431E-004
gale_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 3.5949348449707031E+001, 1.6120758664328605E-004, 2.4884394370019436E-003, 1.2012305669486523E-002, 1.2560250759124756E+000,-1.3905729167163372E-002, 1.2525873184204102E+000, 4.0000000000000000E+000,-4.4065164402127266E-003,-2.2032581910025328E-004, 1.1052567958831787E+000, 1.1022396087646484E+000,-1.4833318069577217E-002, 1.6808833926916122E-002, 3.3310960978269577E-002, 2.7953954413533211E-002, 3.2643258571624756E-002, 3.4353513270616531E-002, 2.7953954413533211E-002, 3.3441555023193359E+001, 3.4546356648206711E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 2.6862401962280273E+001, 1.5056531992740929E-004, 3.7641329956054688E+002, 2.0411190032958984E+001, 4.6389069557189941E+000, 2.9014260864257812E+002, 2.9014260864257812E+002, 8.1899994984269142E-003, 9.4973077774047852E+000, 2.2622570037841797E+001,-7.7486503869295120E-004, 1.2575199361890554E-003, 1.1145788012072444E-003, 2.0680748857557774E-003, 1.7801539506763220E-003, 1.6675430536270142E+000,-1.1287029087543488E-001, 1.0110814819335938E+003, 1.5011847717687488E-003
hurricane_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.4000000000000000E+001, 8.0000000000000000E+000, 2.9900000000000000E+002, 1.4999999664723873E-002, 9.6500000000000000E+004, 1.1145180463790894E+000, 5.0000000000000000E+001, 4.1000000000000000E+001, 1.0000000000000000E+001, 7.6000000000000000E+001, 1.0000000000000000E+005, 3.0300000000000000E+002, 2.2000000000000000E+003, 1.0000000000000000E+000, 3.0298110961914062E+002, 7.5118354288861156E-004, 2.8500000480562449E-003, 2.6593381538987160E-002, 2.5280809402465820E+000,-6.4180508255958557E-002, 2.5221879482269287E+000, 4.0000000000000000E+000,-9.1145932674407959E-003,-3.6458374233916402E-004, 2.0408725738525391E+000, 2.0334503650665283E+000,-6.7572474479675293E-002, 3.4767981618642807E-002, 6.8904258310794830E-002, 4.4098310172557831E-002, 5.0859697163105011E-002, 5.3984064608812332E-002, 4.4098310172557831E-002, 4.9991580963134766E+001, 5.1741156727075577E-002, 2.2233992815017700E-002, 2.6593381538987160E-002, 2.0800245666503906E+002, 6.3744641374796629E-004, 1.5936160888671875E+003, 3.0634609222412109E+001, 7.2081437110900879E+000, 3.0218420410156250E+002, 3.0218420410156250E+002, 1.5749998390674591E-002, 9.0794258117675781E+000, 3.5130901336669922E+001,-2.0573220681399107E-003, 1.1749864788725972E-003, 1.0060070781037211E-003, 2.4091775994747877E-003, 1.9558509811758995E-003, 3.7656731605529785E+000,-2.6876088976860046E-001, 1.0171566162109375E+003, 2.8500000480562449E-003
cold_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 6.0000000000000000E+000, 1.5000000000000000E+000, 2.6800000000000000E+002, 2.4999999441206455E-003, 9.9700000000000000E+004, 1.2942557334899902E+000, 1.6000000000000000E+001, 7.5000000000000000E+000, 2.0000000000000000E+000, 2.6000000000000000E+001, 1.0000000000000000E+005, 2.7100000000000000E+002, 3.0000000000000000E+002, 1.0000000000000000E+000, 2.5790935516357422E+001, 6.4468636082892772E-006, 2.9452599846990779E-005, 3.1857562717050314E-003, 2.0349101722240448E-001,-1.0013578087091446E-001, 2.0349101722240448E-001, 4.0000000000000000E+000,-2.6879450678825378E-001,-3.3599313348531723E-002, 2.0609384775161743E-001, 2.0530797541141510E-001,-1.0003199428319931E-001, 5.5418354272842407E-001, 1.0071922540664673E+000, 7.1381181478500366E-003, 7.6532061211764812E-003, 7.7729760669171810E-003, 7.1381181478500366E-003, 9.2996120452880859E+000, 9.3732578679919243E-003, 2.4846438318490982E-003, 3.1857562717050314E-003, 2.6095806121826172E+001, 6.5232043198193423E-006, 1.6308010101318359E+001, 6.1071262359619141E+000, 1.5267815589904785E+000, 2.6841659545898438E+002, 2.6841659545898438E+002, 2.5475220754742622E-003, 1.2498005867004395E+001, 6.2315902709960938E+000,-2.1760748699307442E-002, 1.1535214725881815E-003, 1.1768528493121266E-003, 1.0949248680844903E-003, 1.1215879349038005E-003, 7.6335978507995605E-001,-2.4316765367984772E-002, 1.0066094360351562E+003, 2.9872837330913171E-005
extreme_water,2,2,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.6000000000000000E+001, 6.0000000000000000E+000, 2.9500000000000000E+002, 1.0999999940395355E-002, 9.8800000000000000E+004, 1.1592786312103271E+000, 4.4000000000000000E+001, 3.2000000000000000E+001, 7.5000000000000000E+000, 6.6000000000000000E+001, 1.0000000000000000E+005, 2.9800000000000000E+002, 1.6000000000000000E+003, 1.0000000000000000E+000, 1.0132423095703125E+003, 1.0086768306791782E-003, 2.8500000480562449E-003, 1.9752437248826027E-002, 5.1036696434020996E+000,-6.3332371413707733E-002, 5.0993366241455078E+000, 4.0000000000000000E+000,-1.3734414242208004E-002,-6.2429154058918357E-004, 3.1605420112609863E+000, 3.1492652893066406E+000,-6.9802694022655487E-002, 5.1187135279178619E-002, 1.0101662576198578E-001, 6.1243757605552673E-002, 6.8942151963710785E-002, 7.3399879038333893E-002, 6.1243761330842972E-002, 7.1977058410644531E+001, 7.5042448937892914E-002, 1.6928406432271004E-002, 1.9752437248826027E-002, 4.4935733032226562E+002, 6.8667269079014659E-004, 1.7166817626953125E+003, 2.3777166366577148E+001, 5.4870381355285645E+000, 2.9624047851562500E+002, 2.9624047851562500E+002, 1.1549999006092548E-002, 8.9516086578369141E+000, 2.7088747024536133E+001,-3.5790335386991501E-003, 1.0458554606884718E-003, 9.2046451754868031E-004, 2.4150458630174398E-003, 2.0197557751089334E-003, 4.6690697669982910E+000,-1.8171142041683197E-001, 1.0137816162109375E+003, 2.8500000480562449E-003
xland_exactly_1p5,2,2,1, 3.0000000000000000E+003, 1.5000000000000000E+000, 0.0000000000000000E+000, 7.0000000000000000E+000, 2.0000000000000000E+000, 2.9400000000000000E+002, 9.4999996945261955E-003, 9.9150000000000000E+004, 1.1683803796768188E+000, 2.2000000000000000E+001, 9.0000000000000000E+000, 2.5999999046325684E+000, 3.4000000000000000E+001, 1.0000000000000000E+005, 2.9700000000000000E+002, 8.0000000000000000E+002, 8.0000001192092896E-001, 7.7000000000000000E+001,-8.6699198167949909E-012, 7.1368347562383860E-005, 9.4105983152985573E-003, 3.2955932617187500E-001,-6.9361902773380280E-002, 3.2590991258621216E-001, 4.0000000000000000E+000,-1.5648674964904785E-001,-1.4226067811250687E-002, 2.9072248935699463E-001, 2.8554794192314148E-001,-6.7793793976306915E-002, 3.9047631621360779E-001, 7.2531104087829590E-001, 8.5872570052742958E-003, 9.4034979119896889E-003, 9.4035156071186066E-003, 8.5872570052742958E-003, 1.0158756256103516E+001, 8.0265477299690247E-003, 1.5837952494621277E-002, 9.4105983152985573E-003, 7.7000000000000000E+001,-7.4753050971487767E-012,-1.8688262571231462E-005, 6.9456138610839844E+000, 1.9844611883163452E+000, 2.9491601562500000E+002, 2.9491601562500000E+002, 9.4999996945261955E-003, 1.2267354011535645E+001, 7.4790363311767578E+000,-1.5023736283183098E-002, 1.0045478120446205E-003, 9.9479511845856905E-004, 1.1478338856250048E-003, 1.1342673096805811E-003, 1.7134706974029541E+000, 0.0000000000000000E+000, 1.0125158691406250E+003, 5.1730941777350381E-005
control_land,2,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000000000000E+000, 1.0000000000000000E+000, 2.9500000000000000E+002, 7.0000002160668373E-003, 9.9000000000000000E+004, 1.1643902063369751E+000, 4.0000000000000000E+001, 6.5000000000000000E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 2.5000000000000000E+002, 5.0000000000000000E-001,-3.3206512451171875E+001, 0.0000000000000000E+000, 1.0000000149011612E-001, 6.9513409398496151E-003, 1.8891337513923645E-001, 1.5003724396228790E-001, 1.8891337513923645E-001, 2.0000000000000000E+000, 1.2641338109970093E+000, 6.3206687569618225E-002, 1.8304981291294098E-001, 1.8304981291294098E-001, 1.5006707608699799E-001,-6.2077908515930176E+000,-6.4761013984680176E+000, 5.6419544853270054E-003, 1.3837532140314579E-002, 1.3926539570093155E-002, 5.6419554166495800E-003, 6.6378016471862793E+000, 3.2855998724699020E-003, 1.6893278807401657E-002, 6.9513409398496151E-003,-3.2182235717773438E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4824290275573730E+000, 6.9648575782775879E-001, 2.9297680664062500E+002, 2.9297680664062500E+002, 7.0000002160668373E-003, 5.3033046722412109E+000, 5.0990195274353027E+000, 1.2418857961893082E-001, 2.0187287591397762E-003, 1.0713223600760102E-003, 2.4892140645533800E-003, 1.2074988335371017E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0104064331054688E+003, 1.0000000149011612E-001
control_snow_land,2,2,1, 3.0000000000000000E+003, 1.0000000000000000E+000, 2.0000000298023224E-001, 4.0000000000000000E+000, 1.0000000000000000E+000, 2.9300000000000000E+002, 4.0000001899898052E-003, 9.9300000000000000E+004, 1.1780083179473877E+000, 4.0000000000000000E+001, 5.1999998092651367E+000, 1.2999999523162842E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.8800000000000000E+002, 2.2000000000000000E+002, 6.0000002384185791E-001,-1.9864370346069336E+001, 9.9622241879482321E-013, 1.0000000149011612E-001, 3.9840643294155598E-003, 1.5702290832996368E-001, 1.0680854320526123E-001, 1.5702290832996368E-001, 1.0000000000000000E+000, 2.2963228225708008E+000, 1.1481614410877228E-001, 1.3458108901977539E-001, 1.3458108901977539E-001, 1.0824904590845108E-001,-9.4037847518920898E+000,-8.9753522872924805E+000, 2.6004684623330832E-003, 4.7785257920622826E-003, 4.8762797378003597E-003, 2.6004684623330832E-003, 3.0874981880187988E+000, 1.8543379846960306E-003, 1.4843034557998180E-002, 3.9840643294155598E-003,-1.7254957199096680E+001, 8.6349341305719252E-013, 2.1587334231298883E-006, 2.8153190612792969E+000, 7.0382976531982422E-001, 2.9104135131835938E+002, 2.9104135131835938E+002, 4.0000001899898052E-003, 5.3033046722412109E+000, 4.1231055259704590E+000, 2.2022536396980286E-001, 9.1463216813281178E-004, 5.3019856568425894E-004, 1.4932459453120828E-003, 7.3971861274912953E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0078751831054688E+003, 1.0000000149011612E-001
calm_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 0.0000000000000000E+000, 2.9200000000000000E+002, 6.0000000521540642E-003, 9.9000000000000000E+004, 1.1770570278167725E+000, 1.8000000000000000E+001, 1.0000000149011612E-001, 0.0000000000000000E+000, 2.8000000000000000E+001, 1.0000000000000000E+005, 2.8900000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+000,-8.0000000000000000E+000,-4.9999999873762135E-007, 1.9999999494757503E-004, 5.9642144478857517E-003, 9.9999997764825821E-003, 0.0000000000000000E+000, 9.9999997764825821E-003, 1.0000000000000000E+000, 2.0000000000000000E+001, 2.2222223281860352E+000, 5.4928637109696865E-003, 5.4928637109696865E-003, 3.7642426788806915E-002,-2.2502843856811523E+001,-1.9637607574462891E+001, 7.0772526669315994E-005, 1.0020323679782450E-004, 1.0020301124313846E-004, 7.0772533945273608E-005, 8.4099911153316498E-002, 8.3303275459911674E-005, 1.3969942927360535E-002, 1.1265649460256100E-002,-3.2291415333747864E-001, 4.4933875642527710E-007, 1.1233469247817993E+000, 5.0291430205106735E-002, 0.0000000000000000E+000, 2.9171194458007812E+002, 2.9171194458007812E+002, 6.2999995425343513E-003, 1.8076303482055664E+001, 1.0000000149011612E-001, 2.0000000000000000E+000, 1.2212648289278150E-004, 1.2700559454970062E-004, 9.3680930149275810E-005, 9.7165975603275001E-005, 0.0000000000000000E+000,-6.8306073546409607E-002, 1.0095627441406250E+003, 1.2700000695531344E-007
light_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000000000000E+000, 1.0000000000000000E+000, 2.9200000000000000E+002, 7.4999998323619366E-003, 9.9200000000000000E+004, 1.1783777475357056E+000, 2.0000000000000000E+001, 3.9000000953674316E+000, 1.2999999523162842E+000, 3.2000000000000000E+001, 1.0000000000000000E+005, 2.9300000000000000E+002, 4.0000000000000000E+002, 1.0000000000000000E+000, 2.0000000000000000E+001, 9.9999997473787516E-006, 1.9999999494757503E-004, 7.4441679753363132E-003, 5.0000000745058060E-002, 0.0000000000000000E+000, 5.0000000745058060E-002, 4.0000000000000000E+000,-6.6133332252502441E-001,-6.6133335232734680E-002, 8.2019604742527008E-002, 8.0329097807407379E-002,-6.4148098230361938E-002, 9.1208416223526001E-001, 1.5835520029067993E+000, 3.3041187562048435E-003, 3.5451464354991913E-003, 3.5451354924589396E-003, 3.3041187562048435E-003, 3.9356601238250732E+000, 3.8934976328164339E-003, 1.3941146433353424E-002, 1.4522654935717583E-002, 1.3193973302841187E+000, 2.8175962142995559E-005, 7.0439903259277344E+001, 3.0000002384185791E+000, 1.0000000000000000E+000, 2.9269323730468750E+002, 2.9269323730468750E+002, 7.8749991953372955E-003, 1.2342878341674805E+001, 3.2588968276977539E+000,-5.0256717950105667E-002, 1.4096866361796856E-003, 1.4096826780587435E-003, 1.2245238758623600E-003, 1.2245238758623600E-003, 7.8766077756881714E-001,-2.8515329957008362E-001, 1.0108283081054688E+003, 4.3607167754089460E-005
moderate_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 8.0000000000000000E+000, 2.0000000000000000E+000, 2.9300000000000000E+002, 8.9999996125698090E-003, 9.9400000000000000E+004, 1.1756731271743774E+000, 2.4000000000000000E+001, 1.0000000000000000E+001, 2.5999999046325684E+000, 3.8000000000000000E+001, 1.0000000000000000E+005, 2.9500000000000000E+002, 7.0000000000000000E+002, 1.0000000000000000E+000, 6.0000000000000000E+001, 2.9999999242136255E-005, 1.9999999494757503E-004, 8.9197224006056786E-003, 3.0000001192092896E-001, 0.0000000000000000E+000, 3.0000001192092896E-001, 4.0000000000000000E+000,-1.3680082559585571E-001,-1.1400069110095501E-002, 3.1250318884849548E-001, 3.1033819913864136E-001,-9.0071499347686768E-002, 3.5564115643501282E-001, 6.6401445865631104E-001, 9.8611358553171158E-003, 1.0977039113640785E-002, 1.0977168567478657E-002, 9.8611367866396904E-003, 1.1733684539794922E+001, 1.1593492701649666E-002, 1.4827745966613293E-002, 1.6444846987724304E-002, 1.8484819412231445E+001, 8.9499488240107894E-005, 2.2374871826171875E+002, 7.8629374504089355E+000, 1.9657343626022339E+000, 2.9365628051757812E+002, 2.9365628051757812E+002, 9.4499988481402397E-003, 1.0641664505004883E+001, 8.3575572967529297E+000,-1.6390498727560043E-002, 1.2542598415166140E-003, 1.2271162122488022E-003, 1.5538798179477453E-003, 1.5122548211365938E-003, 1.3596935272216797E+000,-2.3745764791965485E-001, 1.0120940551757812E+003, 2.8679761453531682E-004
breezy_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.2000000000000000E+001, 3.0000000000000000E+000, 2.9100000000000000E+002, 8.5000004619359970E-003, 9.9100000000000000E+004, 1.1805316209793091E+000, 3.0000000000000000E+001, 1.5000000000000000E+001, 3.9000000953674316E+000, 4.6000000000000000E+001, 1.0000000000000000E+005, 2.9200000000000000E+002, 9.0000000000000000E+002, 1.0000000000000000E+000, 1.2000000000000000E+002, 5.9999998484272510E-005, 1.9999999494757503E-004, 8.4283594042062759E-003, 6.0000002384185791E-001, 0.0000000000000000E+000, 6.0000002384185791E-001, 4.0000000000000000E+000,-2.6319302618503571E-002,-1.7546202288940549E-003, 5.5104923248291016E-001, 5.4825794696807861E-001,-3.2873202115297318E-002, 9.3467749655246735E-002, 1.8284167349338531E-001, 1.5427387319505215E-002, 1.7733952030539513E-002, 1.7734404653310776E-002, 1.5427388250827789E-002, 1.8425100326538086E+001, 1.8212573602795601E-002, 1.3088825158774853E-002, 1.3638554140925407E-002, 8.9471969604492188E+000, 9.7020863904617727E-005, 2.4255215454101562E+002, 1.1546636581420898E+001, 2.8866591453552246E+000, 2.9178479003906250E+002, 2.9178479003906250E+002, 8.9250002056360245E-003, 1.0058360099792480E+001, 1.2508392333984375E+001,-3.7851450033485889E-003, 1.1972209904342890E-003, 1.1238042498007417E-003, 1.7403084784746170E-003, 1.6112939920276403E-003, 1.8600764274597168E+000,-1.4586663246154785E-001, 1.0116721801757812E+003, 6.4242089865729213E-004
windy_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 1.7000000000000000E+001, 4.0000000000000000E+000, 2.9000000000000000E+002, 8.0000003799796104E-003, 9.8900000000000000E+004, 1.1825637817382812E+000, 3.6000000000000000E+001, 2.1000000000000000E+001, 5.0000000000000000E+000, 5.4000000000000000E+001, 1.0000000000000000E+005, 2.9100000000000000E+002, 1.1000000000000000E+003, 1.0000000000000000E+000, 1.8000000000000000E+002, 9.0000001364387572E-005, 1.9999999494757503E-004, 7.9365083947777748E-003, 1.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000, 4.0000000000000000E+000,-1.0936871170997620E-002,-6.0760392807424068E-004, 8.7018549442291260E-001, 8.6708945035934448E-001,-2.4692619219422340E-002, 4.1417144238948822E-002, 8.1970453262329102E-002, 2.2762550041079521E-002, 2.6434032246470451E-002, 2.6435306295752525E-002, 2.2762551903724670E-002, 2.7221002578735352E+001, 2.6918293908238411E-002, 1.2296259403228760E-002, 1.2802538461983204E-002, 1.7762161254882812E+001, 1.3374538684729487E-004, 3.3436346435546875E+002, 1.5982517242431641E+001, 3.7605922222137451E+000, 2.9092932128906250E+002, 2.9092932128906250E+002, 8.3999997004866600E-003, 9.5564002990722656E+000, 1.7611545562744141E+001,-1.8472863594070077E-003, 1.2134633725509048E-003, 1.0996718192473054E-003, 1.9994541071355343E-003, 1.7672743415459991E-003, 2.2729988098144531E+000,-1.2728695571422577E-001, 1.0112501831054688E+003, 1.2735362397506833E-003
gale_water,3,1,1, 3.0000000000000000E+003, 2.0000000000000000E+000, 0.0000000000000000E+000, 2.2000000000000000E+001, 5.0000000000000000E+000, 2.8900000000000000E+002, 7.7999997884035110E-003, 9.8600000000000000E+004, 1.1831970214843750E+000, 4.0000000000000000E+001, 2.7000000000000000E+001, 6.1999998092651367E+000, 6.0000000000000000E+001, 1.0000000000000000E+005, 2.9000000000000000E+002, 1.3000000000000000E+003, 1.0000000000000000E+000, 2.4000000000000000E+002, 1.1999999696854502E-004, 1.9999999494757503E-004, 7.7396309934556484E-003, 1.5000000000000000E+000, 0.0000000000000000E+000, 1.5000000000000000E+000, 4.0000000000000000E+000,-4.0099378675222397E-003,-2.0049689919687808E-004, 1.2471880912780762E+000, 1.2438104152679443E+000,-1.4661321416497231E-002, 1.5296068042516708E-002, 3.0313972383737564E-002, 3.1177895143628120E-002, 3.6343745887279510E-002, 3.6346543580293655E-002, 3.1177898868918419E-002, 3.7298389434814453E+001, 3.6889836192131042E-002, 1.1558799073100090E-002, 1.2012305669486523E-002, 3.5086090087890625E+001, 1.6077903273981065E-004, 4.0194757080078125E+002, 2.0349809646606445E+001, 4.6249570846557617E+000, 2.9014285278320312E+002, 2.9014285278320312E+002, 8.1899994984269142E-003, 9.1528224945068359E+000, 2.2715343475341797E+001,-7.6854857616126537E-004, 1.2354200007393956E-003, 1.0943318484351039E-003, 2.2396871354430914E-003, 1.9162965472787619E-003, 2.6432681083679199E+000,-1.0681067407131195E-001, 1.0110814819335938E+003, 2.1186319645494223E-003
